experiment_id,stage,route,specification,visible_results_through,status,artifact
ATRDR_BULL_atr_3,EVENT,ATRDR_BULL,atr_3,2023-12-31,COMPUTED,events_ATRDR_BULL_atr_3.parquet
ATRDR_BULL_time_3,EVENT,ATRDR_BULL,time_3,2023-12-31,RUNNING,
ATRDR_BULL_time_3,EVENT,ATRDR_BULL,time_3,2023-12-31,COMPUTED,events_ATRDR_BULL_time_3.parquet
ATRDR_BULL_time_5,EVENT,ATRDR_BULL,time_5,2023-12-31,RUNNING,
ATRDR_BULL_time_5,EVENT,ATRDR_BULL,time_5,2023-12-31,COMPUTED,events_ATRDR_BULL_time_5.parquet
ATRDR_BULL_time_8,EVENT,ATRDR_BULL,time_8,2023-12-31,RUNNING,
ATRDR_BULL_time_8,EVENT,ATRDR_BULL,time_8,2023-12-31,COMPUTED,events_ATRDR_BULL_time_8.parquet
ATRDR_BULL_H1_2,EVENT,ATRDR_BULL,H1_2,2023-12-31,RUNNING,
ATRDR_BULL_H1_2,EVENT,ATRDR_BULL,H1_2,2023-12-31,COMPUTED,events_ATRDR_BULL_H1_2.parquet
ATRDR_BULL_H2_0,EVENT,ATRDR_BULL,H2_0,2023-12-31,RUNNING,
ATRDR_BULL_H2_0,EVENT,ATRDR_BULL,H2_0,2023-12-31,COMPUTED,events_ATRDR_BULL_H2_0.parquet
ATRDR_FAST_BEAR_native_0,EVENT,ATRDR_FAST_BEAR,native_0,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_native_0,EVENT,ATRDR_FAST_BEAR,native_0,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_native_0.parquet
ATRDR_FAST_BEAR_fixed_0.03,EVENT,ATRDR_FAST_BEAR,fixed_0.03,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.03,EVENT,ATRDR_FAST_BEAR,fixed_0.03,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.03.parquet
ATRDR_FAST_BEAR_fixed_0.05,EVENT,ATRDR_FAST_BEAR,fixed_0.05,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.05,EVENT,ATRDR_FAST_BEAR,fixed_0.05,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.05.parquet
ATRDR_FAST_BEAR_fixed_0.075,EVENT,ATRDR_FAST_BEAR,fixed_0.075,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.075,EVENT,ATRDR_FAST_BEAR,fixed_0.075,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.075.parquet
ATRDR_FAST_BEAR_fixed_0.1,EVENT,ATRDR_FAST_BEAR,fixed_0.1,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.1,EVENT,ATRDR_FAST_BEAR,fixed_0.1,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.1.parquet
ATRDR_FAST_BEAR_fixed_0.125,EVENT,ATRDR_FAST_BEAR,fixed_0.125,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.125,EVENT,ATRDR_FAST_BEAR,fixed_0.125,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.125.parquet
ATRDR_FAST_BEAR_fixed_0.15,EVENT,ATRDR_FAST_BEAR,fixed_0.15,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.15,EVENT,ATRDR_FAST_BEAR,fixed_0.15,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.15.parquet
ATRDR_FAST_BEAR_fixed_0.2,EVENT,ATRDR_FAST_BEAR,fixed_0.2,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_fixed_0.2,EVENT,ATRDR_FAST_BEAR,fixed_0.2,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_fixed_0.2.parquet
ATRDR_FAST_BEAR_atr_1,EVENT,ATRDR_FAST_BEAR,atr_1,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_atr_1,EVENT,ATRDR_FAST_BEAR,atr_1,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_atr_1.parquet
ATRDR_FAST_BEAR_atr_1.5,EVENT,ATRDR_FAST_BEAR,atr_1.5,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_atr_1.5,EVENT,ATRDR_FAST_BEAR,atr_1.5,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_atr_1.5.parquet
ATRDR_FAST_BEAR_atr_2,EVENT,ATRDR_FAST_BEAR,atr_2,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_atr_2,EVENT,ATRDR_FAST_BEAR,atr_2,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_atr_2.parquet
ATRDR_FAST_BEAR_atr_2.5,EVENT,ATRDR_FAST_BEAR,atr_2.5,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_atr_2.5,EVENT,ATRDR_FAST_BEAR,atr_2.5,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_atr_2.5.parquet
ATRDR_FAST_BEAR_atr_3,EVENT,ATRDR_FAST_BEAR,atr_3,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_atr_3,EVENT,ATRDR_FAST_BEAR,atr_3,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_atr_3.parquet
ATRDR_FAST_BEAR_H1_2,EVENT,ATRDR_FAST_BEAR,H1_2,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_H1_2,EVENT,ATRDR_FAST_BEAR,H1_2,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_H1_2.parquet
ATRDR_FAST_BEAR_H2_0,EVENT,ATRDR_FAST_BEAR,H2_0,2023-12-31,RUNNING,
ATRDR_FAST_BEAR_H2_0,EVENT,ATRDR_FAST_BEAR,H2_0,2023-12-31,COMPUTED,events_ATRDR_FAST_BEAR_H2_0.parquet
ATRDR_SLOW_BEAR_native_0,EVENT,ATRDR_SLOW_BEAR,native_0,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_native_0,EVENT,ATRDR_SLOW_BEAR,native_0,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_native_0.parquet
ATRDR_SLOW_BEAR_fixed_0.03,EVENT,ATRDR_SLOW_BEAR,fixed_0.03,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.03,EVENT,ATRDR_SLOW_BEAR,fixed_0.03,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.03.parquet
ATRDR_SLOW_BEAR_fixed_0.05,EVENT,ATRDR_SLOW_BEAR,fixed_0.05,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.05,EVENT,ATRDR_SLOW_BEAR,fixed_0.05,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.05.parquet
ATRDR_SLOW_BEAR_fixed_0.075,EVENT,ATRDR_SLOW_BEAR,fixed_0.075,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.075,EVENT,ATRDR_SLOW_BEAR,fixed_0.075,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.075.parquet
ATRDR_SLOW_BEAR_fixed_0.1,EVENT,ATRDR_SLOW_BEAR,fixed_0.1,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.1,EVENT,ATRDR_SLOW_BEAR,fixed_0.1,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.1.parquet
ATRDR_SLOW_BEAR_fixed_0.125,EVENT,ATRDR_SLOW_BEAR,fixed_0.125,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.125,EVENT,ATRDR_SLOW_BEAR,fixed_0.125,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.125.parquet
ATRDR_SLOW_BEAR_fixed_0.15,EVENT,ATRDR_SLOW_BEAR,fixed_0.15,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.15,EVENT,ATRDR_SLOW_BEAR,fixed_0.15,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.15.parquet
ATRDR_SLOW_BEAR_fixed_0.2,EVENT,ATRDR_SLOW_BEAR,fixed_0.2,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_fixed_0.2,EVENT,ATRDR_SLOW_BEAR,fixed_0.2,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_fixed_0.2.parquet
ATRDR_SLOW_BEAR_atr_1,EVENT,ATRDR_SLOW_BEAR,atr_1,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_atr_1,EVENT,ATRDR_SLOW_BEAR,atr_1,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_atr_1.parquet
ATRDR_SLOW_BEAR_atr_1.5,EVENT,ATRDR_SLOW_BEAR,atr_1.5,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_atr_1.5,EVENT,ATRDR_SLOW_BEAR,atr_1.5,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_atr_1.5.parquet
ATRDR_SLOW_BEAR_atr_2,EVENT,ATRDR_SLOW_BEAR,atr_2,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_atr_2,EVENT,ATRDR_SLOW_BEAR,atr_2,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_atr_2.parquet
ATRDR_SLOW_BEAR_atr_2.5,EVENT,ATRDR_SLOW_BEAR,atr_2.5,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_atr_2.5,EVENT,ATRDR_SLOW_BEAR,atr_2.5,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_atr_2.5.parquet
ATRDR_SLOW_BEAR_atr_3,EVENT,ATRDR_SLOW_BEAR,atr_3,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_atr_3,EVENT,ATRDR_SLOW_BEAR,atr_3,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_atr_3.parquet
ATRDR_SLOW_BEAR_H1_2,EVENT,ATRDR_SLOW_BEAR,H1_2,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_H1_2,EVENT,ATRDR_SLOW_BEAR,H1_2,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_H1_2.parquet
ATRDR_SLOW_BEAR_H2_0,EVENT,ATRDR_SLOW_BEAR,H2_0,2023-12-31,RUNNING,
ATRDR_SLOW_BEAR_H2_0,EVENT,ATRDR_SLOW_BEAR,H2_0,2023-12-31,COMPUTED,events_ATRDR_SLOW_BEAR_H2_0.parquet
MCB_native_0,EVENT,MCB,native_0,2023-12-31,RUNNING,
MCB_native_0,EVENT,MCB,native_0,2023-12-31,COMPUTED,events_MCB_native_0.parquet
MCB_fixed_0.03,EVENT,MCB,fixed_0.03,2023-12-31,RUNNING,
MCB_fixed_0.03,EVENT,MCB,fixed_0.03,2023-12-31,COMPUTED,events_MCB_fixed_0.03.parquet
MCB_fixed_0.05,EVENT,MCB,fixed_0.05,2023-12-31,RUNNING,
MCB_fixed_0.05,EVENT,MCB,fixed_0.05,2023-12-31,COMPUTED,events_MCB_fixed_0.05.parquet
MCB_fixed_0.075,EVENT,MCB,fixed_0.075,2023-12-31,RUNNING,
MCB_fixed_0.075,EVENT,MCB,fixed_0.075,2023-12-31,COMPUTED,events_MCB_fixed_0.075.parquet
MCB_fixed_0.1,EVENT,MCB,fixed_0.1,2023-12-31,RUNNING,
MCB_fixed_0.1,EVENT,MCB,fixed_0.1,2023-12-31,COMPUTED,events_MCB_fixed_0.1.parquet
MCB_fixed_0.125,EVENT,MCB,fixed_0.125,2023-12-31,RUNNING,
MCB_fixed_0.125,EVENT,MCB,fixed_0.125,2023-12-31,COMPUTED,events_MCB_fixed_0.125.parquet
MCB_fixed_0.15,EVENT,MCB,fixed_0.15,2023-12-31,RUNNING,
MCB_fixed_0.15,EVENT,MCB,fixed_0.15,2023-12-31,COMPUTED,events_MCB_fixed_0.15.parquet
MCB_fixed_0.2,EVENT,MCB,fixed_0.2,2023-12-31,RUNNING,
MCB_fixed_0.2,EVENT,MCB,fixed_0.2,2023-12-31,COMPUTED,events_MCB_fixed_0.2.parquet
MCB_atr_1,EVENT,MCB,atr_1,2023-12-31,RUNNING,
MCB_atr_1,EVENT,MCB,atr_1,2023-12-31,COMPUTED,events_MCB_atr_1.parquet
MCB_atr_1.5,EVENT,MCB,atr_1.5,2023-12-31,RUNNING,
MCB_atr_1.5,EVENT,MCB,atr_1.5,2023-12-31,COMPUTED,events_MCB_atr_1.5.parquet
MCB_atr_2,EVENT,MCB,atr_2,2023-12-31,RUNNING,
MCB_atr_2,EVENT,MCB,atr_2,2023-12-31,COMPUTED,events_MCB_atr_2.parquet
MCB_atr_2.5,EVENT,MCB,atr_2.5,2023-12-31,RUNNING,
MCB_atr_2.5,EVENT,MCB,atr_2.5,2023-12-31,COMPUTED,events_MCB_atr_2.5.parquet
MCB_atr_3,EVENT,MCB,atr_3,2023-12-31,RUNNING,
MCB_atr_3,EVENT,MCB,atr_3,2023-12-31,COMPUTED,events_MCB_atr_3.parquet
MCB_time_3,EVENT,MCB,time_3,2023-12-31,RUNNING,
MCB_time_3,EVENT,MCB,time_3,2023-12-31,COMPUTED,events_MCB_time_3.parquet
MCB_time_5,EVENT,MCB,time_5,2023-12-31,RUNNING,
MCB_time_5,EVENT,MCB,time_5,2023-12-31,COMPUTED,events_MCB_time_5.parquet
MCB_time_8,EVENT,MCB,time_8,2023-12-31,RUNNING,
MCB_time_8,EVENT,MCB,time_8,2023-12-31,COMPUTED,events_MCB_time_8.parquet
MCB_H1_2,EVENT,MCB,H1_2,2023-12-31,RUNNING,
MCB_H1_2,EVENT,MCB,H1_2,2023-12-31,COMPUTED,events_MCB_H1_2.parquet
MCB_H2_0,EVENT,MCB,H2_0,2023-12-31,RUNNING,
MCB_H2_0,EVENT,MCB,H2_0,2023-12-31,COMPUTED,events_MCB_H2_0.parquet
OGR_native_0,EVENT,OGR,native_0,2023-12-31,RUNNING,
OGR_native_0,EVENT,OGR,native_0,2023-12-31,COMPUTED,events_OGR_native_0.parquet
OGR_fixed_0.03,EVENT,OGR,fixed_0.03,2023-12-31,RUNNING,
OGR_fixed_0.03,EVENT,OGR,fixed_0.03,2023-12-31,COMPUTED,events_OGR_fixed_0.03.parquet
OGR_fixed_0.05,EVENT,OGR,fixed_0.05,2023-12-31,RUNNING,
OGR_fixed_0.05,EVENT,OGR,fixed_0.05,2023-12-31,COMPUTED,events_OGR_fixed_0.05.parquet
OGR_fixed_0.075,EVENT,OGR,fixed_0.075,2023-12-31,RUNNING,
OGR_fixed_0.075,EVENT,OGR,fixed_0.075,2023-12-31,COMPUTED,events_OGR_fixed_0.075.parquet
OGR_fixed_0.1,EVENT,OGR,fixed_0.1,2023-12-31,RUNNING,
OGR_fixed_0.1,EVENT,OGR,fixed_0.1,2023-12-31,COMPUTED,events_OGR_fixed_0.1.parquet
OGR_fixed_0.125,EVENT,OGR,fixed_0.125,2023-12-31,RUNNING,
OGR_fixed_0.125,EVENT,OGR,fixed_0.125,2023-12-31,COMPUTED,events_OGR_fixed_0.125.parquet
OGR_fixed_0.15,EVENT,OGR,fixed_0.15,2023-12-31,RUNNING,
OGR_fixed_0.15,EVENT,OGR,fixed_0.15,2023-12-31,COMPUTED,events_OGR_fixed_0.15.parquet
OGR_fixed_0.2,EVENT,OGR,fixed_0.2,2023-12-31,RUNNING,
OGR_fixed_0.2,EVENT,OGR,fixed_0.2,2023-12-31,COMPUTED,events_OGR_fixed_0.2.parquet
OGR_atr_1,EVENT,OGR,atr_1,2023-12-31,RUNNING,
OGR_atr_1,EVENT,OGR,atr_1,2023-12-31,COMPUTED,events_OGR_atr_1.parquet
OGR_atr_1.5,EVENT,OGR,atr_1.5,2023-12-31,RUNNING,
OGR_atr_1.5,EVENT,OGR,atr_1.5,2023-12-31,COMPUTED,events_OGR_atr_1.5.parquet
OGR_atr_2,EVENT,OGR,atr_2,2023-12-31,RUNNING,
OGR_atr_2,EVENT,OGR,atr_2,2023-12-31,COMPUTED,events_OGR_atr_2.parquet
OGR_atr_2.5,EVENT,OGR,atr_2.5,2023-12-31,RUNNING,
OGR_atr_2.5,EVENT,OGR,atr_2.5,2023-12-31,COMPUTED,events_OGR_atr_2.5.parquet
OGR_atr_3,EVENT,OGR,atr_3,2023-12-31,RUNNING,
OGR_atr_3,EVENT,OGR,atr_3,2023-12-31,COMPUTED,events_OGR_atr_3.parquet
OGR_time_3,EVENT,OGR,time_3,2023-12-31,RUNNING,
OGR_time_3,EVENT,OGR,time_3,2023-12-31,COMPUTED,events_OGR_time_3.parquet
OGR_time_5,EVENT,OGR,time_5,2023-12-31,RUNNING,
OGR_time_5,EVENT,OGR,time_5,2023-12-31,COMPUTED,events_OGR_time_5.parquet
OGR_time_8,EVENT,OGR,time_8,2023-12-31,RUNNING,
OGR_time_8,EVENT,OGR,time_8,2023-12-31,COMPUTED,events_OGR_time_8.parquet
OGR_H1_2,EVENT,OGR,H1_2,2023-12-31,RUNNING,
OGR_H1_2,EVENT,OGR,H1_2,2023-12-31,COMPUTED,events_OGR_H1_2.parquet
OGR_H2_0,EVENT,OGR,H2_0,2023-12-31,RUNNING,
OGR_H2_0,EVENT,OGR,H2_0,2023-12-31,COMPUTED,events_OGR_H2_0.parquet
MCB_profit_0,EVENT,MCB,Inherited single MFE5/close<=0 family; no tuning,2023-12-31,COMPUTED,events_MCB_profit_0.parquet
ATRDR_BULL_CONTINUOUS_2014_2023_fixed_0.1,ACCOUNT,ATRDR_BULL,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_ATRDR_BULL_CONTINUOUS_2014_2023_fixed_0.1_nav.parquet
ATRDR_FAST_BEAR_CONTINUOUS_2014_2023_fixed_0.1,ACCOUNT,ATRDR_FAST_BEAR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_ATRDR_FAST_BEAR_CONTINUOUS_2014_2023_fixed_0.1_nav.parquet
ATRDR_FAST_BEAR_CONTINUOUS_2014_2023_H1_2,ACCOUNT,ATRDR_FAST_BEAR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_ATRDR_FAST_BEAR_CONTINUOUS_2014_2023_H1_2_nav.parquet
ATRDR_FAST_BEAR_CONTINUOUS_2014_2023_H2_0,ACCOUNT,ATRDR_FAST_BEAR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_ATRDR_FAST_BEAR_CONTINUOUS_2014_2023_H2_0_nav.parquet
ATRDR_SLOW_BEAR_CONTINUOUS_2014_2023_fixed_0.1,ACCOUNT,ATRDR_SLOW_BEAR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_ATRDR_SLOW_BEAR_CONTINUOUS_2014_2023_fixed_0.1_nav.parquet
MCB_CONTINUOUS_2014_2023_fixed_0.1,ACCOUNT,MCB,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_MCB_CONTINUOUS_2014_2023_fixed_0.1_nav.parquet
MCB_CONTINUOUS_2014_2023_profit_0,ACCOUNT,MCB,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_MCB_CONTINUOUS_2014_2023_profit_0_nav.parquet
OGR_2018_2021_fixed_0.1,ACCOUNT,OGR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_OGR_2018_2021_fixed_0.1_nav.parquet
OGR_2022_2023_fixed_0.1,ACCOUNT,OGR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_OGR_2022_2023_fixed_0.1_nav.parquet
IFCGR_2018_2021_fixed_0.1,ACCOUNT,IFCGR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_IFCGR_2018_2021_fixed_0.1_nav.parquet
IFCGR_2022_2023_fixed_0.1,ACCOUNT,IFCGR,"Full source regeneration, legal-time cash; evaluation-frozen rules",2023-12-31,COMPUTED,policy_IFCGR_2022_2023_fixed_0.1_nav.parquet
V2_INFO_INITIAL,INFORMATION,ALL,Initial constant tree top-bin handling produced empty weighted group; same model corrected,2023-12-31,FAILED_THEN_CORRECTED,information.log
V2_SMV6_INITIAL,INFORMATION,SMV6,"Missing daily mark 2015-04-13 surfaced as KeyError; no value invented, native NaN disclosed",2023-12-31,FAILED_THEN_CORRECTED,smv6.log
V2_REBUTTAL_SUPERSESSION,REBUTTAL,ALL,Prior compact output snapshot and hashes preserved; same grids/gates rerun after semantic corrections,2023-12-31,SUPERSEDED,superseded_before_rebuttal/
V2_PROFIT_ACCOUNT,ACCOUNT,MCB,Single inherited profit_0 family; evaluate existing event return/tail tradeoff with cash,2023-12-31,COMPUTED,policy_MCB_CONTINUOUS_2014_2023_profit_0_nav.parquet
V2_REPORT_DATE_TYPE,REPORT,SMV6,Date type normalized; missing NAV never forward-filled; research policy values unchanged,2023-12-31,FAILED_THEN_CORRECTED,report_v2.py
V2_NO_MORE_FEATURES,DECISION,ALL,"Stop expansion: discovery and temporal evidence insufficient, no rescue search",2023-12-31,CLOSED,decision_matrix.csv
